House_ID,Area,Bedrooms,Bathrooms,Floors,Age,Parking,Location,Furnished,Price
882,1213,2,1,1,18,0,Kolhapur,Semi-Furnished,100.73
883,585,2,1,1,19,2,Sangli,Semi-Furnished,93.98
884,1457,3,2,2,22,1,Nagpur,Unfurnished,134.78
885,2150,4,3,2,11,1,Ahmednagar,Furnished,185.53
886,1336,2,1,1,18,3,Latur,Unfurnished,99.31
887,878,1,1,2,29,0,Beed,Semi-Furnished,42.52
888,1604,3,2,3,15,0,Sangli,Semi-Furnished,138.09
889,1316,2,1,4,8,0,Nagpur,Semi-Furnished,126.48
890,931,2,1,2,24,1,Beed,Semi-Furnished,68.96
891,624,1,1,2,12,0,Amravati,Furnished,84.96
892,1392,2,1,2,23,0,Nashik,Furnished,146.19
893,1622,2,2,4,25,0,Latur,Semi-Furnished,121.7
894,1815,3,2,4,8,3,Beed,Semi-Furnished,137.79
895,1355,3,2,3,19,1,Amravati,Semi-Furnished,127.15
896,2040,5,4,1,21,0,Ahmednagar,Furnished,143.67
897,1576,2,1,2,11,0,Nagpur,Unfurnished,148.43
898,842,1,1,3,23,0,Mumbai,Semi-Furnished,210.77
899,1349,3,2,1,22,1,Latur,Unfurnished,113.92
900,1811,3,3,1,8,3,Pune,Unfurnished,217.36
901,754,2,1,3,26,1,Pune,Semi-Furnished,151.21
902,1271,3,2,1,23,1,Pune,Unfurnished,184.62
903,1143,2,2,1,27,2,Amravati,Semi-Furnished,93.89
904,1441,2,1,3,8,1,Latur,Furnished,131.21
905,1249,2,2,1,2,0,Satara,Unfurnished,112.14
906,1517,3,2,1,21,0,Beed,Unfurnished,77.84
907,450,1,1,2,0,0,Kolhapur,Semi-Furnished,80.61
908,1345,3,3,2,22,0,Amravati,Unfurnished,85.84
909,934,2,1,1,4,2,Pune,Semi-Furnished,168.3
910,1245,2,1,1,5,1,Nagpur,Unfurnished,143.61
911,450,1,1,1,7,2,Latur,Unfurnished,65.31
912,946,1,1,3,3,3,Satara,Unfurnished,109.46
913,994,2,1,3,17,0,Satara,Semi-Furnished,100.55
914,1500,3,3,1,17,0,Nashik,Semi-Furnished,163.5
915,1572,3,2,2,25,1,Jalgaon,Furnished,124.16
916,1109,2,1,3,3,1,Satara,Semi-Furnished,130.6
917,1130,1,1,1,29,1,Nanded,Unfurnished,88.77
918,805,1,1,3,0,3,Latur,Unfurnished,91.88
919,1306,2,2,2,12,2,Solapur,Semi-Furnished,124.82
920,972,2,2,2,12,1,Satara,Semi-Furnished,103.77
921,935,2,1,2,16,2,Amravati,Furnished,120.76
922,1538,2,1,2,23,0,Satara,Unfurnished,133.77
923,1340,2,1,2,6,0,Aurangabad,Furnished,151.87
924,2363,4,3,2,9,3,Jalgaon,Semi-Furnished,222.58
925,1758,3,2,1,9,0,Beed,Furnished,127.2
926,1067,1,1,3,18,1,Aurangabad,Unfurnished,106.01
927,1312,3,2,3,26,2,Ahmednagar,Unfurnished,118.85
928,450,1,1,1,0,1,Kolhapur,Semi-Furnished,83.5
929,1485,2,2,1,5,1,Sangli,Semi-Furnished,120.03
930,922,2,1,1,13,1,Mumbai,Semi-Furnished,237.67
931,1915,3,3,2,7,1,Beed,Furnished,158.28
932,2023,3,3,3,29,0,Beed,Furnished,122.71
933,1855,3,2,3,2,0,Solapur,Furnished,153.02
934,1121,2,2,2,3,1,Sangli,Semi-Furnished,119.72
935,1095,3,2,3,21,3,Aurangabad,Semi-Furnished,133.02
936,989,2,1,3,6,1,Kolhapur,Semi-Furnished,130.9
937,1497,2,1,4,3,0,Beed,Semi-Furnished,131.76
938,450,1,1,1,11,2,Beed,Semi-Furnished,78.04
939,780,1,1,2,25,2,Beed,Semi-Furnished,58.04
940,1401,2,1,3,10,1,Nagpur,Semi-Furnished,148.84
941,1418,3,3,3,24,0,Mumbai,Furnished,272.21
942,1625,4,3,2,16,1,Mumbai,Semi-Furnished,279.54
943,1383,3,2,2,9,0,Amravati,Semi-Furnished,128.28
944,1028,3,2,2,8,0,Nanded,Semi-Furnished,101.24
945,1204,2,1,2,10,3,Nanded,Furnished,111.22
946,1488,3,2,1,3,2,Nashik,Furnished,177.58
947,1579,3,2,3,28,0,Amravati,Semi-Furnished,121.83
948,880,2,1,1,19,0,Nagpur,Semi-Furnished,111.53
949,561,1,1,1,30,1,Aurangabad,Semi-Furnished,72.69
950,627,1,1,4,27,1,Pune,Unfurnished,145.68
951,1327,2,2,2,30,0,Amravati,Furnished,108.87
952,1406,3,2,3,0,0,Solapur,Furnished,138.63
953,703,1,1,2,15,1,Pune,Semi-Furnished,154.37
954,1114,2,2,2,26,1,Kolhapur,Unfurnished,117.06
955,1202,2,1,1,2,0,Latur,Semi-Furnished,111.19
956,1149,2,1,1,19,1,Pune,Semi-Furnished,170.12
957,812,1,1,2,0,1,Pune,Furnished,191.25
958,1964,3,3,1,28,1,Kolhapur,Semi-Furnished,168.87
959,1421,3,2,3,8,1,Nagpur,Semi-Furnished,124.38
960,919,3,2,1,20,0,Solapur,Furnished,112.39
961,1967,4,4,1,29,0,Solapur,Semi-Furnished,159.59
962,1856,2,2,1,21,1,Beed,Semi-Furnished,121.67
963,1920,3,2,3,9,1,Ahmednagar,Semi-Furnished,153.64
964,939,1,1,1,8,0,Pune,Furnished,175.33
965,1455,2,1,1,28,2,Amravati,Semi-Furnished,117.83
966,1334,3,2,1,2,1,Nagpur,Semi-Furnished,139.63
967,944,1,1,2,11,2,Ahmednagar,Semi-Furnished,103.45
968,450,1,1,1,8,1,Beed,Unfurnished,56.9
969,1579,4,3,1,22,2,Ahmednagar,Semi-Furnished,131.81
970,722,1,1,4,19,0,Nanded,Furnished,86.63
971,1256,3,2,2,25,1,Amravati,Unfurnished,96.72
972,1302,3,2,2,12,1,Nagpur,Semi-Furnished,133.08
973,564,1,1,2,3,0,Nagpur,Semi-Furnished,96.11
974,1316,2,1,3,2,0,Beed,Furnished,116.41
975,1117,2,2,2,2,1,Nashik,Semi-Furnished,153.9
976,1265,2,2,3,17,0,Kolhapur,Semi-Furnished,110.11
977,1033,2,2,1,21,0,Beed,Unfurnished,85.32
978,1475,2,2,1,0,0,Nashik,Unfurnished,128.55
979,463,1,1,2,15,3,Ahmednagar,Semi-Furnished,55.44
980,1043,2,2,1,14,1,Sangli,Semi-Furnished,112.32
981,916,2,1,3,17,0,Nashik,Unfurnished,119.62
982,450,1,1,1,18,2,Jalgaon,Unfurnished,66.38
983,934,1,1,2,24,0,Satara,Furnished,99.85
984,982,2,1,2,24,0,Kolhapur,Unfurnished,99.11
985,1051,1,1,3,29,1,Solapur,Furnished,90.38
986,554,2,1,2,15,1,Nagpur,Semi-Furnished,92.48
987,921,1,1,2,9,0,Aurangabad,Furnished,94.83
988,1443,2,1,2,20,1,Nanded,Furnished,134.58
989,956,1,1,4,0,0,Beed,Unfurnished,93.16
990,1524,3,2,2,0,1,Jalgaon,Unfurnished,148.48
991,1322,2,1,2,15,3,Solapur,Furnished,136.25
992,759,2,2,2,24,0,Solapur,Semi-Furnished,67.26
993,1744,3,2,4,6,1,Latur,Furnished,132.92
994,816,2,1,1,19,1,Latur,Furnished,79.33
995,2475,5,4,2,3,0,Solapur,Semi-Furnished,206.28
996,1013,2,1,1,25,1,Beed,Furnished,90.3
997,1878,4,3,1,7,1,Solapur,Semi-Furnished,155.74
998,1289,3,3,2,14,1,Kolhapur,Semi-Furnished,133.02
999,1072,2,1,1,1,2,Satara,Semi-Furnished,115.29
1000,1043,3,3,2,11,0,Mumbai,Semi-Furnished,236.39
